-18,-13,-213
-18,-14,-214
-18,-14,-213
-18,-14,-214
-17,-14,-214
-18,-14,-214
-18,-13,-213
-19,-13,-214
-19,-13,-213
-20,-12,-213
-20,-13,-214
-19,-14,-214
-16,-9,-218
-16,-16,-216
-16,-16,-211
-12,-18,-214
-8,-17,-214
-5,-27,-228
7,-54,-217
18,-50,-205
22,-79,-201
17,-84,-203
22,-92,-188
11,-94,-163
5,-112,-153
4,-127,-160
-11,-93,-147
-14,-101,-147
-47,-71,-144
-49,-94,-151
-55,-92,-148
-54,-73,-147
-69,-81,-145
-88,-83,-187
-28,-28,-133
-53,-76,-141
-53,-39,-140
-92,-94,-123
-60,-91,-109
-73,-70,-76
-21,-99,-55
-6,-5,-101
-34,-67,-127
-41,-119,-102
-38,-124,-114
-49,-105,-125
-53,-110,-131
-53,-107,-146
-47,-88,-125
-53,-125,-122
-40,-104,-114
-37,-77,-101
-32,-100,-92
-33,-128,-84
-39,-100,-89
-32,-95,-92
-49,-127,-96
-44,-89,-102
-48,-123,-106
-45,-107,-106
-46,-106,-106
-33,-101,-106
-40,-99,-107
-38,-104,-108
-35,-109,-109
-38,-103,-107
-38,-112,-103
-32,-119,-99
-29,-104,-93
-25,-94,-90
-22,-98,-87
-24,-93,-85
-29,-116,-82
-29,-118,-78
-28,-115,-75
-13,-94,-61
-24,-111,-66
1,-98,-53
0,-97,-57
4,-94,-54
6,-78,-55
19,-95,-48
7,-67,-56
32,-125,-52
22,-93,-57
5,-112,-68
-2,-86,-70
-23,-110,-73
-39,-97,-84
-50,-110,-98
-55,-114,-113
-58,-124,-116
-45,-106,-105
-44,-101,-93
-52,-118,-94
-37,-104,-77
-32,-102,-74
-31,-113,-71
-25,-84,-74
-29,-105,-76
-32,-112,-69
-33,-104,-80
-33,-117,-82
-36,-108,-89
-40,-96,-93
-44,-108,-96
-44,-100,-101
-40,-88,-105
-45,-100,-107
-53,-116,-113
-40,-67,-114
-119,-294,-126
-38,-99,-116
-43,-73,-114
-41,-77,-102
-38,-105,-105
-48,-133,-100
-29,-76,-99
-31,-86,-100
-39,-104,-98
-47,-111,-99
-53,-133,-96
-38,-86,-92
-45,-108,-84
-29,-90,-77
-36,-72,-74
-32,-109,-64
-17,-52,-83
-29,-357,12
-4,-71,-76
3,-15,-71
2,-20,-83
98,-393,-203
-13,-85,-178
-17,17,-186
-9,15,-207
-106,-133,-49
36,-160,-302
127,-148,-321
-6,-8,-190
70,-68,-95
-3,-90,-64
25,-133,-40
20,-84,-116
50,-93,-107
32,-90,-87
14,-114,-58
24,-109,-57
26,-180,-19
12,-124,-44
30,-96,-117
15,-120,-159
-5,-90,-172
-9,-143,-149
-24,-78,-141
-43,-95,-93
10,-117,-64
7,-116,-80
53,-127,-119
68,-96,-186
65,-88,-197
70,-109,-177
62,-87,-138
47,-72,-109
39,-119,-75
20,-121,-54
19,-100,-61
2,-92,-65
-5,-90,-67
-16,-100,-61
-15,-70,-76
-24,-116,-73
-15,-147,-71
-18,-88,-84
-21,-104,-82
-24,-118,-84
-18,-90,-84
-18,-110,-80
-30,-136,-89
-27,-112,-92
-28,-113,-100
-26,-98,-103
-23,-80,-106
-12,-62,-90
-43,-148,-123
-41,-144,-110
-16,-61,-107
-29,-126,-123
-46,-168,-122
-33,-110,-162
10,-80,-196
-17,11,-223
6,28,-219
172,-67,-258
-23,-135,-408
-189,-54,-318
-69,-24,-178
-245,-285,-46
-218,-252,-481
82,-55,-295
72,-72,-312
5,-17,-121
69,-148,-25
-2,-217,-188
-84,-91,-113
100,-501,-187
-23,-278,-365
-39,-124,-169
21,-191,-122
23,-144,-145
7,-131,-169
-232,-417,-123
-7,-118,-123
-20,-140,-99
-10,-114,-107
20,-130,-101
43,-120,-110
44,-91,-119
47,-74,-118
75,-95,-110
64,-71,-115
74,-76,-124
45,-123,-131
21,-107,-115
26,-104,-107
11,-74,-110
21,-116,-93
23,-109,-79
14,-88,-85
19,-109,-87
24,-96,-99
34,-102,-105
30,-108,-101
12,-89,-100
-4,-96,-95
-27,-117,-104
