2,66,-184
3,66,-184
5,66,-187
6,68,-184
4,69,-184
6,69,-182
9,70,-181
20,75,-166
10,73,-179
19,56,-159
30,66,-175
18,64,-183
20,63,-205
9,67,-184
0,74,-170
5,63,-183
8,71,-177
17,77,-193
12,39,-179
9,63,-192
4,67,-190
8,80,-186
10,88,-181
17,84,-173
22,76,-167
21,69,-165
19,61,-161
18,64,-161
28,76,-159
33,75,-165
31,67,-175
31,66,-179
35,60,-183
38,56,-182
36,56,-184
33,56,-184
33,56,-186
33,54,-184
33,52,-182
37,53,-179
37,57,-177
37,61,-178
32,62,-183
32,67,-182
25,69,-190
39,59,-176
43,51,-171
30,52,-185
21,60,-181
26,61,-179
33,64,-183
48,53,-167
35,64,-181
29,56,-177
32,59,-183
38,48,-184
27,53,-193
23,62,-187
30,65,-181
32,63,-181
33,61,-178
35,57,-176
31,63,-178
27,69,-181
28,68,-174
30,63,-175
33,58,-179
32,55,-183
30,57,-183
32,57,-182
35,55,-179
33,56,-182
31,61,-184
31,57,-183
33,52,-183
32,50,-184
28,65,-187
28,67,-183
30,65,-181
30,63,-183
28,60,-181
28,62,-178
31,64,-176
36,57,-173
33,63,-175
30,67,-176
33,63,-176
34,65,-178
34,61,-180
34,59,-183
34,58,-183
35,59,-182
34,60,-181
35,57,-181
35,55,-181
35,55,-180
36,58,-178
35,60,-178
36,62,-179
41,54,-179
42,50,-181
37,49,-185
37,51,-187
38,49,-182
36,50,-181
43,46,-180
51,47,-176
30,55,-175
37,55,-177
32,55,-186
2,73,-198
6,80,-182
20,79,-184
24,62,-179
34,43,-185
34,49,-185
40,57,-182
40,51,-178
32,57,-187
16,52,-193
17,55,-197
29,52,-187
35,52,-181
35,49,-184
26,57,-190
28,55,-188
39,54,-188
39,43,-189
27,46,-197
24,50,-204
27,44,-199
31,43,-191
32,50,-187
28,52,-186
27,53,-188
29,57,-184
27,62,-186
30,57,-188
37,57,-181
29,58,-189
14,57,-194
15,58,-189
6,58,-183
21,58,-175
56,47,-155
49,51,-170
26,71,-193
15,64,-208
20,45,-203
32,25,-202
29,27,-199
27,35,-197
28,40,-196
27,39,-196
27,39,-198
28,37,-195
31,39,-190
32,40,-189
30,46,-193
27,51,-196
20,54,-193
13,60,-187
19,60,-186
25,63,-180
30,59,-177
30,47,-188
27,51,-191
27,52,-192
28,52,-193
29,50,-191
28,50,-191
30,49,-190
29,48,-188
30,48,-186
30,51,-184
29,54,-184
29,58,-185
29,58,-187
31,56,-188
34,52,-188
33,48,-186
34,47,-187
34,49,-188
32,51,-187
32,53,-185
33,54,-184
34,54,-179
34,55,-182
34,56,-184
33,57,-186
33,54,-188
34,53,-185
34,52,-184
35,51,-182
37,52,-180
34,51,-182
34,52,-185
34,51,-187
35,50,-187
37,52,-186
37,51,-181
38,51,-182
37,51,-183
37,48,-183
39,49,-183
37,51,-187
38,49,-186
37,51,-186
37,53,-186
36,54,-184
36,55,-181
36,53,-180
37,57,-181
36,58,-182
36,55,-181
34,54,-184
37,55,-184
41,49,-180
40,41,-188
33,46,-198
30,46,-197
31,48,-186
33,55,-185
32,61,-183
32,60,-182
34,50,-182
33,50,-187
31,52,-195
31,51,-194
35,45,-187
35,44,-187
36,46,-188
37,42,-188
33,46,-191
27,50,-188
27,62,-186
30,69,-183
29,67,-175
27,66,-176
30,64,-181
30,54,-184
34,49,-191
35,43,-197
36,40,-196
36,38,-190
35,41,-187
34,53,-187
33,56,-185
32,61,-184
35,57,-183
37,49,-182
36,48,-185
36,49,-187
36,52,-185
36,54,-184
35,53,-185
36,53,-185
36,53,-183
35,57,-183
36,57,-179
38,52,-180
40,46,-180
41,47,-183
39,49,-184
39,51,-183
40,50,-181
40,55,-180
39,54,-181
40,53,-183
39,54,-184
38,49,-184
40,48,-182
45,48,-179
41,46,-182
34,60,-185
32,67,-186
43,62,-183
38,52,-185
36,47,-188
34,48,-188
24,57,-190
12,75,-177
33,72,-154
37,70,-152
44,70,-153
43,63,-165
40,63,-174
35,63,-185
31,49,-186
34,44,-195
32,39,-199
33,33,-193
42,30,-192
35,29,-198
30,35,-200
29,38,-197
35,36,-185
42,49,-184
33,52,-193
32,44,-196
31,40,-197
33,44,-191
34,44,-185
31,49,-186
29,55,-189
30,55,-189
32,46,-185
34,43,-186
34,49,-192
33,41,-191
31,43,-193
30,49,-190
31,52,-189
28,57,-191
32,52,-186
31,41,-192
30,38,-197
32,41,-192
35,44,-188
27,54,-197
27,47,-195
34,41,-188
34,42,-185
33,49,-185
31,51,-185
27,52,-191
28,53,-193
28,54,-190
31,44,-187
26,49,-192
31,40,-197
26,41,-201
28,41,-198
27,36,-195
27,43,-197
28,45,-196
28,47,-194
29,45,-194
28,44,-194
29,44,-192
34,36,-191
35,27,-191
30,33,-196
22,38,-204
15,43,-204
19,62,-196
29,59,-189
19,50,-195
-3,77,-190
7,79,-174
34,60,-161
44,30,-164
31,29,-188
20,34,-206
24,23,-215
28,20,-210
31,23,-207
32,25,-195
34,24,-192
33,26,-200
29,27,-200
30,30,-202
29,34,-202
31,37,-196
