7,-7,-216
-1,7,-213
19,28,-221
54,79,-49
-27,33,-22
-7,27,-27
43,42,-65
109,49,-71
106,36,-129
54,-3,-174
64,-8,-182
44,-13,-190
-8,43,-220
53,-3,-200
27,-17,-182
37,3,-206
120,13,-208
-21,-10,-210
110,-30,-209
-14,-1,-196
73,-20,-185
5,-4,-178
111,-13,-226
-24,-14,-172
208,16,-260
-7,-20,-151
101,35,-157
65,-45,-194
28,-24,-199
60,-44,-205
40,-48,-174
80,-28,-170
86,-18,-167
108,-5,-135
83,-17,-127
2,-10,16
-157,46,202
4,-41,-28
-14,-45,-41
24,-34,-31
26,-56,-27
44,-48,-14
25,-30,-18
33,-8,-29
26,25,-39
34,24,-54
60,9,-45
67,28,-41
68,31,-48
82,23,-62
45,58,-51
87,14,-67
76,26,-60
76,33,-57
75,41,-58
86,41,-69
97,33,-101
93,21,-140
57,8,-176
43,3,-190
28,4,-203
27,13,-207
-3,5,-195
34,-3,-212
47,-8,-213
43,-2,-194
29,-16,-211
25,7,-194
18,-28,-223
26,4,-189
30,-29,-222
27,-14,-198
35,-19,-205
39,-10,-208
38,-4,-208
30,-13,-208
29,-15,-205
33,-13,-203
39,-7,-202
35,-9,-205
34,-11,-206
36,-11,-207
34,-11,-204
38,-12,-204
38,-10,-203
35,-13,-208
35,-15,-204
34,-13,-202
37,-16,-205
42,-16,-204
31,-19,-205
35,-18,-206
35,-15,-204
33,-16,-205
34,-13,-204
38,-18,-210
34,-12,-205
32,-7,-206
37,-33,-208
27,-12,-202
44,-22,-210
42,-13,-196
42,-21,-202
44,-15,-198
55,-28,-205
40,-15,-198
34,-11,-203
43,-24,-197
49,-13,-194
39,-25,-200
47,-19,-203
40,-22,-204
44,-21,-200
39,-18,-200
40,-20,-202
39,-23,-204
35,-16,-199
39,-24,-207
44,-21,-204
46,-18,-199
36,-20,-199
41,-24,-206
49,-15,-199
40,-15,-197
38,-21,-206
36,-18,-205
31,-15,-203
33,-18,-206
36,-18,-206
35,-17,-204
39,-22,-206
47,-12,-195
22,-21,-207
32,-26,-215
43,-22,-202
41,-17,-198
34,-23,-203
40,-19,-200
46,-18,-200
38,-20,-202
36,-20,-204
38,-20,-205
39,-20,-203
39,-20,-203
41,-20,-202
39,-18,-199
38,-20,-202
40,-20,-203
43,-20,-202
40,-20,-200
39,-22,-203
42,-20,-203
40,-20,-201
42,-20,-201
41,-21,-201
41,-21,-203
38,-21,-202
41,-20,-201
40,-21,-202
44,-21,-202
42,-21,-201
42,-22,-201
43,-20,-202
42,-20,-201
42,-20,-202
41,-20,-202
40,-20,-200
42,-19,-200
41,-21,-202
44,-19,-199
43,-21,-201
43,-20,-201
41,-21,-202
43,-21,-202
43,-21,-202
40,-22,-202
41,-21,-200
41,-21,-200
42,-21,-200
45,-20,-200
41,-20,-201
46,-21,-202
43,-20,-199
43,-22,-202
40,-21,-202
41,-23,-201
43,-21,-201
40,-20,-203
40,-22,-201
44,-22,-200
44,-21,-199
43,-23,-202
43,-20,-199
43,-24,-203
47,-21,-199
